"Name","URL","FirstParagraph"
"Anna Boghiguian","http://www.sharjahart.org/people/people-by-alphabet/b/boghiguian-anna","The work of Anna Boghiguian represents a conflation of various perspectives, textures and impressions which emerge from the influences and impact of travelling, particularly in urban spaces. She has participated in several solo and group shows in Cairo and outside of Egypt. She has been published by the American University in Cairo as well as Fata Morgana, Montpellier."
"Ammar  Bouras","http://www.sharjahart.org/people/people-by-alphabet/b/bouras-ammar","Born in 1964, Ammar Bouras studied at the École supérieure des Beaux-Arts in Algiers. Field experience in photography, within the context of the tragic events of the 1990s, added a political dimension and a new impetus to his work. The integration and manipulation of photography led him to a complex photo-painting language. His present multimedia installations, where video and photography are featured in motion-picture walls, situate him at the crossroads of the aesthetic, the social and the political. His bibliography includes Poussières d’ange (2003) with Christian Lecompte and many exhibition catalogues. Bouras has works in African and Middle Eastern museums and in private international collections. He lives and works in Algiers."
"Dan  Brault","http://www.sharjahart.org/people/people-by-alphabet/b/brault-dan","Dan Brault’s work focuses on the confrontation of varied and aesthetically dissimilar images. He produces paintings using a wide range of styles and techniques, from hard-edged paintings to cartoons, and borrows from traditional genres such as portraiture, landscape and still life. He is artistic coordinator of L’Oeil de Poisson, an artist-run center in Quebec City that promotes experimental and avant-garde contemporary art practices. Although he has exhibited extensively throughout Canada, his participation in the 10th Sharjah Biennial is his first exhibition in an international context."
"Érik Bullot","http://www.sharjahart.org/people/people-by-alphabet/b/bullot-arik","Érik Bullot is a filmmaker. His work explores both documentary and experimental genres and his approach as a filmmaker explores cinema’s formal and poetic force. He has a degree from the National School of Photography in Arles and the Institute for Advanced Film Studies (IDHEC) in Paris, and his work has been screened nationally and internationally, including at the Jeu de Paume (Paris), La Enana Marrón (Madrid), the Biennial of Moving Images (Geneva), the State University of New York at Buffalo, and CCCB (Barcelona). His most recent writings include Sayat Nova (2007), an essay about Parajanov’s film, and Renversements 1: Notes sur le cinema (2009). He has taught at Le Fresnoy - National Studio of Contemporary Arts and is currently director of studies at the European School of Visual Arts in Angoulême and Poitiers, France. He is also Visiting Professor at the State University of New York, Buffalo."
"Cabinet","http://www.sharjahart.org/people/people-by-alphabet/c/cabinet","In addition to producing a quarterly magazine, Cabinet has published a number of books, including The Book of Stamps (2008), curated exhibitions, such as Odd Lots: Revisiting Gordon Matta-Clark’s Fake Estates (White Columns & Queens Museum of Art, 2005), and participated in group exhibitions including Documenta XII and Manifesta 7. Since 2008, Cabinet has also operated its own exhibition and event space in Brooklyn, hosting talks, readings, panels, workshops, screenings, conferences and exhibitions, including Zeno Reminder by Uqbar Foundation (Mariana Castillo Deball and Irene Kopelman) and The Live! Show by Jaime Davidovich."
"CAMP","Artist collective","http://www.sharjahart.org/people/people-by-alphabet/c/camp"
"Guillaume Cassar","http://www.sharjahart.org/people/people-by-alphabet/c/cassar-guillaume","Guillaume Cassar creates a unique form of artist's book using small pieces of paper gathered from the street. His painstaking care and technique in binding imbues these fragments with new life and gives them a ‘second reading’. Since 1999, he has created more than 500 books utilising both traditional and modern techniques, which unify the sensibilities of the past with the intricacies of the modern and the contemporary. The pages are like threads, woven with humour and nostalgia, becoming latent yet potent reservoirs of emotion."
"Romeo Castellucci","http://www.sharjahart.org/people/people-by-alphabet/c/castellucci-romeo","Romeo Castellucci founded the Socìetas Raffaello Sanzio in 1981 with his sister Claudia and his wife, the playwright Chiara Guidi. He then developed an original stage art, bringing together a range of art forms – theatre, music, painting, opera, mechanics, the creation of images – in order to reach his audience. His shows rest as much on arts and crafts as on the latest and most sophisticated technologies and the company has performed at major international theatres and festivals and has won numerous awards in Italy and abroad.During the 1990s, Romeo Castellucci took on classical texts as well as epics, notably Gilgamesh (1990), Hamlet (1992), L’Orestie (1997), Le Voyage au bout de la nuit (1998) and the Shakespeare-inspired Giulio Cesare (2001). He then embarked on a vast four-year-long project entitled Tragedia Endogonidia: a system of representations on the lyricism of suffering which, like a living organism, transforms itself in time and space depending on the path it takes from one creation to the next across European cities, from Berlin, Brussels, Bergen, Paris and Rome to Strasbourg, London, Marseille and Avignon. An episode of this work accompanied with a talk by Romeo Castellucci was screened for Past of the Coming Days.  The company has recently performed an ambitious trilogy developed around Dante’s La Divina Commedia and its latest project The Minister’s Black Veil will be premiered in Rennes in March 2011.Romeo Castellucci was born 1960 in Ceesena. He studied plastic arts at the school of Fine Arts in Bologna."
"Marie-Hélène  Cauvin","http://www.sharjahart.org/people/people-by-alphabet/c/cauvin-marie-halane","Marie-Hélène Cauvin’s innovative paintings and prints explore imaginative spaces, both real and symbolic, and her recent work explores themes such as violence and insecurity in contemporary societies. Her solo exhibitions include Portrait (2009), Les Ateliers Jérôme, Pétion-Ville, Haiti, Obra sobre papel (2007), Instituto Peruano Norteamericano, Lima, Crossroads (2003), Harvard University, David Rockefeller Center for Latin American Studies, Cambridge, Massachusetts. She recently participated in Dialogue among Civilizations, Art for Humanity, Durban (2010). She lives and works in Montréal."
"Tony  Chakar","http://www.sharjahart.org/people/people-by-alphabet/c/chakar-tony","b. 1968, Beirut, LebanonLives and works in Beirut"
"Melissa Chimera","http://www.sharjahart.org/people/people-by-alphabet/c/chimera-melissa","Artist and conservationist, Melissa Chimera’s participation in the 2009 Sharjah Biennial was part of a joint project with her mother, the poet Adele NeJame."
"Heman Chong","http://www.sharjahart.org/people/people-by-alphabet/c/chong-heman","Heman Chong investigates the philosophies, motivations and methodologies at play in individuals and communities’ imaginings of the future."
"Tiffany  Chung","http://www.sharjahart.org/people/people-by-alphabet/c/chung-tiffany","b. 1969, Danang, VietnamLives and works in Ho Chi Minh City, Vietnam"
"David  Claerbout","http://www.sharjahart.org/people/people-by-alphabet/c/claerbout-david","Born in 1969, Kortrijk, BelgiumLives and works in Antwerp, Belgium, and Berlin, Germany1995 Nationaal Hoger Instituut voor Schone Kunsten, Antwerp"
"Jem Cohen","http://www.sharjahart.org/people/people-by-alphabet/c/cohen-jem","Jem Cohen works in film, photography and installation. His 40 films include feature-length works such as Benjamin Smoke (2000), Chain (2004) and Empires Of Tin (2008). Much of his work is commissioned and has been shown at festivals, museums and events throughout the Americas and Europe. Cohen has also collaborated with musicians including Patti Smith, Terry Riley, Fugazi, Godspeed You Black Emperor!, DJ Rupture, R.E.M. and Vic Chesnutt, as well as writer, Luc Sante. A book about Cohen’s work Signal Fires: The Cinema of Jem Cohen was published in 2010."
